model,timestamp,java_cpu,java_mem_MB,flask_cpu,flask_mem_MB
Qwen/Qwen2.5-Coder-1.5B-Instruct,84.04,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,84.34,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,84.64,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,84.94,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,85.24,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,85.54,0.00,1143.21,409.10,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,85.85,0.00,1143.21,399.10,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,86.15,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,86.45,0.00,1143.21,399.10,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,86.75,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,87.05,0.00,1143.21,389.30,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,87.35,0.00,1143.21,399.10,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,87.65,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,87.95,0.00,1143.21,389.10,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,88.26,0.00,1143.21,399.10,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,88.56,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,88.86,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,89.16,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,89.46,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,89.76,0.00,1143.21,389.30,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,90.06,0.00,1143.21,389.30,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,90.37,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,90.67,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,90.97,0.00,1143.21,399.30,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,91.27,0.00,1143.21,399.60,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,91.57,0.00,1143.21,399.30,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,91.87,0.00,1143.21,399.30,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,92.17,0.00,1143.21,399.30,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,92.47,0.00,1143.21,399.30,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,92.77,0.00,1143.21,399.30,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,93.08,0.00,1143.21,409.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,93.38,0.00,1143.21,399.40,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,93.68,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,93.98,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,94.28,0.00,1143.21,399.30,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,94.58,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,94.88,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,95.18,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,95.48,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,95.79,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,96.09,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,96.39,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,96.69,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,96.99,0.00,1143.21,389.10,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,97.29,0.00,1143.21,399.30,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,97.59,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,97.89,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,98.20,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,98.50,0.00,1143.21,399.30,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,98.80,0.00,1143.21,399.60,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,99.10,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,99.40,10.00,1143.21,389.30,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,99.70,0.00,1143.21,399.10,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,100.00,0.00,1143.21,399.30,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,100.30,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,100.61,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,100.91,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,101.21,0.00,1143.21,399.30,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,101.51,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,101.81,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,102.11,0.00,1143.21,389.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,102.41,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,102.71,0.00,1143.21,409.10,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,103.02,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,103.32,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,103.62,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,103.92,0.00,1143.21,399.30,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,104.22,0.00,1143.21,399.40,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,104.52,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,104.82,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,105.12,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,105.43,0.00,1143.21,399.30,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,105.73,10.00,1143.21,399.50,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,106.03,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,106.33,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,106.63,0.00,1143.21,389.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,106.93,0.00,1143.21,399.10,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,107.23,0.00,1143.21,399.30,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,107.53,0.00,1143.21,399.10,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,107.84,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,108.14,0.00,1143.21,399.50,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,108.44,0.00,1143.21,399.30,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,108.74,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,109.04,0.00,1143.21,399.30,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,109.34,0.00,1143.21,399.30,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,109.64,0.00,1143.21,399.30,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,109.94,0.00,1143.21,399.10,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,110.24,0.00,1143.21,399.30,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,110.55,0.00,1143.21,399.30,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,110.85,0.00,1143.21,389.30,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,111.15,0.00,1143.21,399.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,111.45,0.00,1143.21,409.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,111.75,0.00,1143.21,389.20,4068.62
Qwen/Qwen2.5-Coder-1.5B-Instruct,112.05,509.10,1152.21,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,112.35,219.50,608.11,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,112.65,339.00,628.65,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,112.96,179.50,636.11,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,113.26,89.80,636.11,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,113.56,119.60,636.11,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,113.86,389.10,641.11,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,114.16,99.70,643.49,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,114.46,99.70,644.36,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,114.76,239.50,652.74,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,115.06,109.70,854.74,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,115.36,189.60,1029.13,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,115.67,99.80,1029.13,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,115.97,99.70,1029.26,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,116.27,99.70,1029.26,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,116.57,99.80,1029.88,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,116.87,219.50,1097.51,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,117.17,109.80,1294.38,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,117.47,99.80,1374.88,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,117.77,109.70,1375.01,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,118.07,99.70,1375.01,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,118.38,99.80,1375.26,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,118.68,99.80,1375.26,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,118.98,99.70,1375.38,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,119.28,99.70,1375.38,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,119.58,89.70,1489.38,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,119.88,99.80,1552.01,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,120.18,309.30,1552.01,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,120.48,99.90,1552.01,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,120.79,135.80,1552.13,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,121.09,99.70,1552.38,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,121.39,199.60,1552.51,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,121.69,119.70,1653.63,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,121.99,99.80,1709.26,0.00,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,122.29,379.10,1712.88,109.80,4008.30
Qwen/Qwen2.5-Coder-1.5B-Instruct,122.60,0.00,826.40,399.30,4010.95
Qwen/Qwen2.5-Coder-1.5B-Instruct,122.90,0.00,826.40,399.30,4030.95
Qwen/Qwen2.5-Coder-1.5B-Instruct,123.20,0.00,826.40,399.30,4030.95
Qwen/Qwen2.5-Coder-1.5B-Instruct,123.50,0.00,826.40,399.30,4030.95
Qwen/Qwen2.5-Coder-1.5B-Instruct,123.80,0.00,826.40,399.30,4030.95
Qwen/Qwen2.5-Coder-1.5B-Instruct,124.10,0.00,826.40,399.70,4030.95
Qwen/Qwen2.5-Coder-1.5B-Instruct,124.40,0.00,826.40,399.30,4030.95
Qwen/Qwen2.5-Coder-1.5B-Instruct,124.70,0.00,826.40,399.20,4030.95
Qwen/Qwen2.5-Coder-1.5B-Instruct,125.00,0.00,826.40,389.30,4030.95
Qwen/Qwen2.5-Coder-1.5B-Instruct,125.30,0.00,826.40,399.30,4030.95
Qwen/Qwen2.5-Coder-1.5B-Instruct,125.61,0.00,826.40,399.30,4030.95
Qwen/Qwen2.5-Coder-1.5B-Instruct,125.91,0.00,826.40,399.30,4030.95
Qwen/Qwen2.5-Coder-1.5B-Instruct,126.21,0.00,826.40,399.20,4030.95
Qwen/Qwen2.5-Coder-1.5B-Instruct,126.51,10.00,826.40,399.30,4030.95
Qwen/Qwen2.5-Coder-1.5B-Instruct,126.81,0.00,826.40,399.30,4031.32
Qwen/Qwen2.5-Coder-1.5B-Instruct,127.11,0.00,826.40,399.30,4031.32
Qwen/Qwen2.5-Coder-1.5B-Instruct,127.41,0.00,826.40,399.40,4031.32
Qwen/Qwen2.5-Coder-1.5B-Instruct,127.71,0.00,826.40,399.30,4031.32
Qwen/Qwen2.5-Coder-1.5B-Instruct,128.01,0.00,826.40,399.30,4031.32
Qwen/Qwen2.5-Coder-1.5B-Instruct,128.32,0.00,826.40,399.30,4031.32
Qwen/Qwen2.5-Coder-1.5B-Instruct,128.62,0.00,826.40,399.30,4031.32
Qwen/Qwen2.5-Coder-1.5B-Instruct,128.92,0.00,826.40,399.30,4031.32
Qwen/Qwen2.5-Coder-1.5B-Instruct,129.22,0.00,826.40,399.30,4031.32
Qwen/Qwen2.5-Coder-1.5B-Instruct,129.52,0.00,826.40,389.30,4031.32
Qwen/Qwen2.5-Coder-1.5B-Instruct,129.82,0.00,826.40,389.30,4031.32
Qwen/Qwen2.5-Coder-1.5B-Instruct,130.12,0.00,826.40,399.30,4031.32
Qwen/Qwen2.5-Coder-1.5B-Instruct,130.42,0.00,826.40,399.40,4031.32
Qwen/Qwen2.5-Coder-1.5B-Instruct,130.72,0.00,826.40,399.30,4031.32
Qwen/Qwen2.5-Coder-1.5B-Instruct,131.03,0.00,826.40,399.30,4031.32
Qwen/Qwen2.5-Coder-1.5B-Instruct,131.33,0.00,826.40,399.30,4031.32
Qwen/Qwen2.5-Coder-1.5B-Instruct,131.63,0.00,826.40,399.20,4031.32
Qwen/Qwen2.5-Coder-1.5B-Instruct,131.93,0.00,826.40,399.30,4031.32
Qwen/Qwen2.5-Coder-1.5B-Instruct,132.23,0.00,826.40,399.30,4031.32
Qwen/Qwen2.5-Coder-1.5B-Instruct,132.53,0.00,826.40,399.30,4031.32
Qwen/Qwen2.5-Coder-1.5B-Instruct,132.83,0.00,826.40,399.50,4031.32
Qwen/Qwen2.5-Coder-1.5B-Instruct,133.13,0.00,826.40,399.50,4031.32
Qwen/Qwen2.5-Coder-1.5B-Instruct,133.43,0.00,826.40,399.30,4031.32
Qwen/Qwen2.5-Coder-1.5B-Instruct,133.73,0.00,826.40,399.30,4032.95
Qwen/Qwen2.5-Coder-1.5B-Instruct,134.04,0.00,826.40,409.30,4043.20
Qwen/Qwen2.5-Coder-1.5B-Instruct,134.34,0.00,826.40,399.30,4032.99
Qwen/Qwen2.5-Coder-1.5B-Instruct,134.64,0.00,826.40,389.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,134.94,0.00,826.40,389.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,135.24,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,135.54,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,135.84,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,136.14,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,136.44,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,136.75,0.00,826.40,399.40,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,137.05,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,137.35,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,137.65,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,137.95,0.00,826.40,409.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,138.25,0.00,826.40,409.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,138.55,0.00,826.40,409.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,138.85,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,139.15,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,139.45,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,139.76,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,140.06,0.00,826.40,399.40,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,140.36,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,140.66,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,140.96,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,141.26,0.00,826.40,389.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,141.56,0.00,826.40,409.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,141.86,0.00,826.40,399.10,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,142.16,0.00,826.40,389.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,142.47,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,142.77,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,143.07,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,143.37,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,143.67,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,143.97,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,144.27,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,144.57,0.00,826.40,389.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,144.88,0.00,826.40,399.50,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,145.18,0.00,826.40,399.70,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,145.48,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,145.78,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,146.08,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,146.38,0.00,826.40,409.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,146.68,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,146.98,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,147.29,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,147.59,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,147.89,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,148.19,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,148.49,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,148.79,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,149.09,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,149.39,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,149.70,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,150.00,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,150.30,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,150.60,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,150.90,0.00,826.40,399.10,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,151.20,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,151.50,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,151.80,0.00,826.40,389.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,152.10,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,152.41,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,152.71,0.00,826.40,399.10,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,153.01,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,153.31,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,153.61,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,153.91,0.00,826.40,409.10,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,154.21,0.00,826.40,389.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,154.51,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,154.82,0.00,826.40,399.10,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,155.12,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,155.42,0.00,826.40,389.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,155.72,0.00,826.40,389.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,156.02,0.00,826.40,409.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,156.32,0.00,826.40,399.40,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,156.62,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,156.92,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,157.22,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,157.53,0.00,826.40,389.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,157.83,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,158.13,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,158.43,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,158.73,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,159.03,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,159.33,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,159.63,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,159.94,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,160.24,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,160.54,0.00,826.40,389.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,160.84,0.00,826.40,389.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,161.14,0.00,826.40,409.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,161.44,0.00,826.40,389.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,161.74,0.00,826.40,389.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,162.04,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,162.34,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,162.65,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,162.95,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,163.25,0.00,826.40,389.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,163.55,0.00,826.40,389.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,163.85,0.00,826.40,389.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,164.15,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,164.45,0.00,826.40,409.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,164.75,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,165.05,0.00,826.40,389.40,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,165.36,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,165.66,0.00,826.40,399.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,165.96,0.00,826.40,409.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,166.26,10.00,826.40,389.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,166.56,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,166.86,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,167.16,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,167.46,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,167.76,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,168.07,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,168.37,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,168.67,0.00,826.40,389.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,168.97,0.00,826.40,389.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,169.27,0.00,826.40,389.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,169.57,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,169.87,0.00,826.40,399.30,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,170.17,0.00,826.40,409.20,4043.36
Qwen/Qwen2.5-Coder-1.5B-Instruct,170.47,0.00,826.40,399.30,4043.36
